sigla,nome_completo,grupo,url_diretivo,url_entregas,pdf_path_diretivo,pdf_path_entregas
ABIN,Plano de Transformação Digital ABIN,,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/abin_ptd_anexo_de_entregas_assinado_pelo_orgao_assinado_assinado_copia_tarjada.pdf,,/home/user/PTD/ptd_output/pdfs/entregas/ABIN_entregas.pdf
AEB,Plano de Transformação Digital AEB:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/aeb_ptd_2025_2027_docdiretivo_aprovado_assinado-1_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/aeb_ptd_2025_2027_anexo_de_entregas_aprovado_assinado-1_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/AEB_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/AEB_entregas.pdf
AGU,Plano de Transformação Digital AGU,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/agu_ptd_2025_2027_docdiretivo_assinado_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/agu_ptd_2025_2027_anexo_de_entregas_assinado_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/AGU_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/AGU_entregas.pdf
ANA,Plano de Transformação Digital ANA:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ana_ptd_2025_2027_docdiretivo_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ana_ptd_2025_2027_anexoentregas_assinado_assinado_assinado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANA_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANA_entregas.pdf
ANAC,Plano de Transformação Digital ANAC:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anac_ptd_2025_2026_docdiretivo_se_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anac_ptd_2025_2026_anexo_de_entregas_se_assinado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANAC_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANAC_entregas.pdf
ANATEL,Plano de Transformação Digital ANATEL,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anatel_ptd_docdiretivo_assinado_2025_2026_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anatel_ptd_2025_2026_anexo_de_entregas_do_ptd_publicado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANATEL_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANATEL_entregas.pdf
ANCINE,Plano de Transformação Digital ANCINE:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ancine_ptd_2024_2026_docdiretivo_assinado-2_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ancine_ptd_2024_2026_-_anexo_de_entregas_aprovado_assinado-2_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANCINE_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANCINE_entregas.pdf
ANEEL,Plano de Transformação Digital ANEEL:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ptd_aneel_2025-2027_docdiretivo_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ptd_aneel_2025-2027_anexo_de_entregas_assinado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANEEL_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANEEL_entregas.pdf
ANM,Plano de Transformação Digital ANM:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anm_ptd_2025_2027_docdiretivo_assinadopeloorgao_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anm_ptd_2025_2027_anexo_entregas_assinadopeloorgao.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANM_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANM_entregas.pdf
ANPD,Plano de Transformação Digital ANPD,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anpd_ptd_2025_2027_docdiretivo_assinado_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anpd_ptd_2025_2027_anexo_de_entregas_assinado_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANPD_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANPD_entregas.pdf
ANS,Plano de Transformação Digital ANS,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ans-plano_de_transformacao_digital_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ans_ptd_2025_2026_anexo_de_entregas_assinado_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANS_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANS_entregas.pdf
ANTAQ,Plano de Transformação Digital ANTAQ:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/antaq_ptd_2025_2027_docdiretivo_assinado_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/antaq_ptd_2025_2027_anexoentregas_assinado_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANTAQ_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANTAQ_entregas.pdf
ANTT,Plano de Transformação Digital MT / ANTT / DNIT:,MT,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mt_anexo_de_entregas_-_assinado_assinado_assinado_copia_tarjada.pdf,,/home/user/PTD/ptd_output/pdfs/entregas/ANTT_entregas.pdf
ANVISA,Plano de Transformação Digital ANVISA:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anvisa_ptd_docdiretivo_2025-2026_assinado_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/anvisa_ptd_anexo_de_entregas_2025_2026_assinado_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/ANVISA_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/ANVISA_entregas.pdf
BCB,Plano de Transformação Digital BCB:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/bcb_documento_diretivo_assinado_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/bcb_anexo_de_entregas_ptd_25_26-1_assinado_assinado_copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/BCB_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/BCB_entregas.pdf
CADE,Plano de Transformação Digital CADE:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cade_ptd_docdiretivo_2025_2026_assinado-2_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cade_ptd_anexo_de_entregas_2025_2026_assinado_copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/CADE_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/CADE_entregas.pdf
CAPES,Plano de Transformação Digital MEC / CAPES / EBSERH / FNDE /  FUNDAJ / IBC / INEP / INES:,MEC,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_docdiretivo_2025-2026_sei_mec-5566673_copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_anexo-de-entregas_sei_mec-5576401_copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/CAPES_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/CAPES_entregas.pdf
CENSIPAM,Plano de Transformação Digital MD / CEX / CM / COMAER / CENSIPAM / FOSORIO / HFA:,MD,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/CENSIPAM_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/CENSIPAM_entregas.pdf
CEX,Plano de Transformação Digital MD / CEX / CM / COMAER / CENSIPAM / FOSORIO / HFA:,MD,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado.pdf,,
CGU,Plano de Transformação Digital CGU:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cgu_ptd_docdiretivo_assinado_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cgu_ptd_anexo_de_entregas_pactuadas_assinado_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/CGU_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/CGU_entregas.pdf
CM,Plano de Transformação Digital MD / CEX / CM / COMAER / CENSIPAM / FOSORIO / HFA:,MD,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado.pdf,,
CNPQ,Plano de Transformação Digital CNPQ:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cnpq_ptd_2025_2027_docdiretivo_assinado_assinado_assinado-1-1.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cnpq_ptd_2025_2027_anexo_de_entregas_assinado_assinado_assinado-1.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/CNPQ_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/CNPQ_entregas.pdf
COAF,Plano de Transformação Digital COAF:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/coaf_ptd_2026_2027_docdiretivo_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/coaf_ptd_2026_2027_anexo_de_entregas_assinado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/COAF_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/COAF_entregas.pdf
CODEVASF,Plano de Transformação Digital MIDR / CODEVASF / SUDAM / SUDECO / SUDENE:,MIDR,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/midr_ptd_2025_2027_docdiretivo_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/midr_ptd_2025_2027_anexo_de_entregas_assinado_assinado_assinado-1.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/CODEVASF_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/CODEVASF_entregas.pdf
COMAER,Plano de Transformação Digital MD / CEX / CM / COMAER / CENSIPAM / FOSORIO / HFA:,MD,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado.pdf,,
CONAB,Plano de Transformação Digital MDA / CONAB:,MDA,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mda-documento-diretivo-assinado_ptd-2025-207-copia-tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mda-documento-diretivo-assinado_ptd-2025-207-copia-tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/CONAB_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/CONAB_entregas.pdf
CVM,Plano de Transformação Digital CVM -,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cvm_ptd_2025_2027_docdiretivo_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cvm_ptd_2025_2027_anexoentregas_assinado_assinado_assinado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/CVM_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/CVM_entregas.pdf
DNIT,Plano de Transformação Digital MT / ANTT / DNIT:,MT,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mt_anexo_de_entregas_-_assinado_assinado_assinado_copia_tarjada.pdf,,
DNOCS,Plano de Transformação Digital DNOCS:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/dnocs_ptd_doc_diretivo_2025_2026_assinado_orgao-2_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/dnocs_anexo_de_entregas_repactuado_2025_2026_assinado_assinado_assinado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/DNOCS_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/DNOCS_entregas.pdf
EBSERH,Plano de Transformação Digital MEC / CAPES / EBSERH / FNDE /  FUNDAJ / IBC / INEP / INES:,MEC,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_docdiretivo_2025-2026_sei_mec-5566673_copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_anexo-de-entregas_sei_mec-5576401_copia_tarjada.pdf,,
FBN,Plano de Transformação digital FBN:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fbn_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fbn_ptd_2025_2027_anexo_de_entregas_assinado-1.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/FBN_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/FBN_entregas.pdf
FCP,Plano de Transformação Digital FCP:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fcp_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fcp_ptd_2025_2027_anexo_de_entregas_assinado-1.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/FCP_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/FCP_entregas.pdf
FCRB,Plano de Transformação Digital FCRB:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fcrb_ptd_2025_2026_docdiretivo_aprovado_assinado-1_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fcrb_ptd_2025_2026_anexo_de_entregas_aprovado_assinado-1_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/FCRB_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/FCRB_entregas.pdf
FIOCRUZ,Plano de Transformação Digital FIOCRUZ,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_novo-ptd_2-1_docdiretivo_repactuacao_2024-2026_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/FIOCRUZ_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/FIOCRUZ_entregas.pdf
FNDE,Plano de Transformação Digital MEC / CAPES / EBSERH / FNDE /  FUNDAJ / IBC / INEP / INES:,MEC,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_docdiretivo_2025-2026_sei_mec-5566673_copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_anexo-de-entregas_sei_mec-5576401_copia_tarjada.pdf,,
FOSORIO,Plano de Transformação Digital MD / CEX / CM / COMAER / CENSIPAM / FOSORIO / HFA:,MD,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado.pdf,,
FUNAI,Plano de Transformação Digital FUNAI,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/FUNAI_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/FUNAI_entregas.pdf
FUNARTE,Plano de Transformação Digital FUNARTE,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funarte_ptd_docdiretivo_assinado_21_01_2025_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funarte_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/FUNARTE_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/FUNARTE_entregas.pdf
FUNDACENTRO,Plano de Transformação Digital FUNDACENTRO,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fundacentro_ptd_2025_2027_docdiretivo_assinado_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fundacentro_ptd_2025_2027_anexo_de_entregas_assinado_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/FUNDACENTRO_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/FUNDACENTRO_entregas.pdf
FUNDAJ,Plano de Transformação Digital MEC / CAPES / EBSERH / FNDE /  FUNDAJ / IBC / INEP / INES:,MEC,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_docdiretivo_2025-2026_sei_mec-5566673_copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_anexo-de-entregas_sei_mec-5576401_copia_tarjada.pdf,,
HFA,Plano de Transformação Digital MD / CEX / CM / COMAER / CENSIPAM / FOSORIO / HFA:,MD,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado_tarjado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/md_ptd_2026_2027_anexo_de_entregas_assinado_assinado_assinado.pdf,,
IBAMA,Plano de Transformação Digital MMA / IBAMA / ICMBio / SFB / JBRJ:,MMA,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mma_ptd_docdiretivo_assinado_2025_2026-1_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mma_ptd_anexo_de_entregas_aprovado_final_assinado_assinado-copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/IBAMA_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/IBAMA_entregas.pdf
IBC,Plano de Transformação Digital MEC / CAPES / EBSERH / FNDE /  FUNDAJ / IBC / INEP / INES:,MEC,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_docdiretivo_2025-2026_sei_mec-5566673_copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mec_ptd_anexo-de-entregas_sei_mec-5576401_copia_tarjada.pdf,,
IBGE,Plano de Transformação Digital IBGE:,,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ibge_docdiretivo_2025_assinado_assinado_assinado-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/ibge_ptd_25_26_anexo_de_entregas_modelo_v2-1_assinado-1_assinado_assinado_copia_tarjada.pdf,/home/user/PTD/ptd_output/pdfs/diretivo/IBGE_diretivo.pdf,/home/user/PTD/ptd_output/pdfs/entregas/IBGE_entregas.pdf
